               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10361,            0.021644,            0.071247,                   0,                   0,                   0,                   0,            0.040133,            0.011818,            0.026437,            0.070288,           0.0033013,           0.0033013
